loss,params,iteration,estimators,train_time
0.23823609575003357,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.640631893250672, 'learning_rate': 0.017214397101359125, 'min_child_samples': 360, 'num_leaves': 56, 'reg_alpha': 0.4268891490482432, 'reg_lambda': 0.9461206946022875, 'subsample_for_bin': 120000, 'subsample': 0.9736304531536807}",79,135,4.248469038997428
0.24038748069718552,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7339686718820225, 'learning_rate': 0.014224382170711893, 'min_child_samples': 405, 'num_leaves': 65, 'reg_alpha': 0.7726017525389502, 'reg_lambda': 0.7205254589817236, 'subsample_for_bin': 100000, 'subsample': 1.0}",80,69,2.6482925259988406
0.23687678821912406,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8096729782818223, 'learning_rate': 0.04170467002897071, 'min_child_samples': 250, 'num_leaves': 74, 'reg_alpha': 0.6960486195453714, 'reg_lambda': 0.9979841445767454, 'subsample_for_bin': 140000, 'subsample': 0.8853452427038385}",81,93,4.2897188940005435
0.23752018826853116,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7947340770641976, 'learning_rate': 0.027714334634796035, 'min_child_samples': 390, 'num_leaves': 38, 'reg_alpha': 0.5863677915123394, 'reg_lambda': 0.45971764740094523, 'subsample_for_bin': 80000, 'subsample': 0.916250730225831}",82,79,3.237764210000023
0.23672532637469512,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7731946095757619, 'learning_rate': 0.015407503433757028, 'min_child_samples': 230, 'num_leaves': 69, 'reg_alpha': 0.6508388785280357, 'reg_lambda': 0.6482648341756486, 'subsample_for_bin': 60000, 'subsample': 0.8551012232960306}",83,227,7.222112162002304
0.23728968132176076,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.83565417754179, 'learning_rate': 0.023710356446684625, 'min_child_samples': 280, 'num_leaves': 94, 'reg_alpha': 0.8144198440564265, 'reg_lambda': 0.5243177704319837, 'subsample_for_bin': 120000, 'subsample': 0.7100775644226442}",84,440,1543.0154759530014
0.23775134336150816,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6971520111967061, 'learning_rate': 0.019201106273026475, 'min_child_samples': 190, 'num_leaves': 58, 'reg_alpha': 0.3884675294310454, 'reg_lambda': 0.7784681036452595, 'subsample_for_bin': 180000, 'subsample': 0.8708518658592367}",85,49,4.009941368
0.24112935860101792,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.679808352500404, 'learning_rate': 0.02136922750966869, 'min_child_samples': 340, 'num_leaves': 30, 'reg_alpha': 0.5187092597333313, 'reg_lambda': 0.573104038369783, 'subsample_for_bin': 160000, 'subsample': 1.0}",86,46,2.871965127000294
0.251113249280283,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6488892715325082, 'learning_rate': 0.19562546098009076, 'min_child_samples': 140, 'num_leaves': 100, 'reg_alpha': 0.4735709285780632, 'reg_lambda': 0.862278059094421, 'subsample_for_bin': 80000, 'subsample': 0.9641708466737517}",87,6,2.789700504999928
0.23984433305475006,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.750408073563817, 'learning_rate': 0.032380846839847356, 'min_child_samples': 300, 'num_leaves': 48, 'reg_alpha': 0.5454090907654352, 'reg_lambda': 0.4916375681712261, 'subsample_for_bin': 40000, 'subsample': 0.9319012921110045}",88,67,4.1518343669995375
0.24618224867710325,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.767228261125269, 'learning_rate': 0.025640759600962522, 'min_child_samples': 105, 'num_leaves': 90, 'reg_alpha': 0.7316985941335998, 'reg_lambda': 0.5968082598847902, 'subsample_for_bin': 200000, 'subsample': 0.9507981769747316}",89,248,1743.581312694998
0.23816182413797393,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6207485523765855, 'learning_rate': 0.01737375946683233, 'min_child_samples': 310, 'num_leaves': 83, 'reg_alpha': 0.25435653747947984, 'reg_lambda': 0.3912506860587128, 'subsample_for_bin': 180000, 'subsample': 0.9906927558947275}",90,129,3.1294728710017807
0.2430952676243905,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7198024428690671, 'learning_rate': 0.06137300300799781, 'min_child_samples': 360, 'num_leaves': 63, 'reg_alpha': 0.615176212794669, 'reg_lambda': 0.9158453624447117, 'subsample_for_bin': 140000, 'subsample': 1.0}",91,16,1.3071961639980145
0.24299747702360952,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8666081656553588, 'learning_rate': 0.03841762011056066, 'min_child_samples': 425, 'num_leaves': 108, 'reg_alpha': 0.9058035692570369, 'reg_lambda': 0.7642286955266963, 'subsample_for_bin': 100000, 'subsample': 0.8285139919410882}",92,61,2.679270909000479
0.2361673432767334,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6333916868996455, 'learning_rate': 0.01278509684621623, 'min_child_samples': 205, 'num_leaves': 129, 'reg_alpha': 0.4350382285418589, 'reg_lambda': 0.43995393173107633, 'subsample_for_bin': 20000, 'subsample': 0.9052071341723821}",93,198,5.299098931998742
0.23587698190606787,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8119861162641027, 'learning_rate': 0.04664122602608893, 'min_child_samples': 265, 'num_leaves': 115, 'reg_alpha': 0.5303204236251615, 'reg_lambda': 0.8271906167414106, 'subsample_for_bin': 120000, 'subsample': 0.8780128252295}",94,47,2.4126055799970345
0.23704749863222097,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6845924350121343, 'learning_rate': 0.010535009953265197, 'min_child_samples': 210, 'num_leaves': 86, 'reg_alpha': 0.40664697744585543, 'reg_lambda': 0.7287609307867873, 'subsample_for_bin': 40000, 'subsample': 0.8270619390379235}",95,561,1248.1016097270003
0.2323134704181251,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6725455659557706, 'learning_rate': 0.014124923303277671, 'min_child_samples': 275, 'num_leaves': 104, 'reg_alpha': 0.5816193628204388, 'reg_lambda': 0.8661308139195645, 'subsample_for_bin': 240000, 'subsample': 0.7872685133795572}",96,190,5.531212724999932
0.24341624829651365,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7091496436359954, 'learning_rate': 0.01409917101559208, 'min_child_samples': 120, 'num_leaves': 103, 'reg_alpha': 0.6472821838017295, 'reg_lambda': 0.8685542451802583, 'subsample_for_bin': 260000, 'subsample': 1.0}",97,54,3.7126541819998238
0.23927851080783802,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.786040302256999, 'learning_rate': 0.05264325372967906, 'min_child_samples': 390, 'num_leaves': 124, 'reg_alpha': 0.588809341885751, 'reg_lambda': 0.9950614120546547, 'subsample_for_bin': 280000, 'subsample': 0.7304140940650319}",98,68,4.094606097001815
0.2636100618138607,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9698703965751694, 'learning_rate': 0.015719574130030726, 'min_child_samples': 70, 'num_leaves': 118, 'reg_alpha': 0.752451368677325, 'reg_lambda': 0.7026028095089376, 'subsample_for_bin': 240000, 'subsample': 0.5011926055087519}",99,74,10.640212488000543
0.2356408097073015,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6726937707221724, 'learning_rate': 0.022887938775036296, 'min_child_samples': 165, 'num_leaves': 99, 'reg_alpha': 0.48008131891467837, 'reg_lambda': 0.9281383448188196, 'subsample_for_bin': 260000, 'subsample': 0.7918712574752895}",100,33,4.176946595001937
0.2409634557395196,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8426309394274352, 'learning_rate': 0.01853946717430223, 'min_child_samples': 320, 'num_leaves': 136, 'reg_alpha': 0.7066796560952552, 'reg_lambda': 0.8375071928182088, 'subsample_for_bin': 220000, 'subsample': 0.6583869015260341}",101,466,1217.6851535360001
0.2351300623666912,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6924510201532217, 'learning_rate': 0.034783333253628236, 'min_child_samples': 230, 'num_leaves': 107, 'reg_alpha': 0.5669347573904369, 'reg_lambda': 0.9006526860027394, 'subsample_for_bin': 300000, 'subsample': 0.6876382439481682}",102,73,3.2085412410015124
0.2411038315364844,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7418119381630538, 'learning_rate': 0.013431706246903846, 'min_child_samples': 190, 'num_leaves': 145, 'reg_alpha': 0.7999512525692236, 'reg_lambda': 0.7990546691192276, 'subsample_for_bin': 240000, 'subsample': 1.0}",103,59,2.552552461002051
0.2364797266202282,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6477671111617705, 'learning_rate': 0.04216276357702655, 'min_child_samples': 295, 'num_leaves': 97, 'reg_alpha': 0.6631511529198811, 'reg_lambda': 0.8763614087992155, 'subsample_for_bin': 220000, 'subsample': 0.7610270544671918}",104,50,2.6045699599999352
0.2358718191636201,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7292121971291265, 'learning_rate': 0.08878099637781893, 'min_child_samples': 240, 'num_leaves': 105, 'reg_alpha': 0.4995047148710868, 'reg_lambda': 0.6691769258218387, 'subsample_for_bin': 200000, 'subsample': 0.8093593145336115}",105,33,2.463436130001355
0.23766262035979735,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6149374802131612, 'learning_rate': 0.025467714231971944, 'min_child_samples': 370, 'num_leaves': 112, 'reg_alpha': 0.7188237671165527, 'reg_lambda': 0.9423861392954767, 'subsample_for_bin': 300000, 'subsample': 0.6512253100466682}",106,104,3.1211720739993325
0.24213236625732903,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6272594129112792, 'learning_rate': 0.12244562255934872, 'min_child_samples': 145, 'num_leaves': 78, 'reg_alpha': 0.36125015206257827, 'reg_lambda': 0.7751040785920487, 'subsample_for_bin': 280000, 'subsample': 0.7645766536592526}",107,32,1293.5383714490017
0.23547562886161422,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6599592226041516, 'learning_rate': 0.02095647700609148, 'min_child_samples': 280, 'num_leaves': 120, 'reg_alpha': 0.853532450782105, 'reg_lambda': 0.7454891216544658, 'subsample_for_bin': 180000, 'subsample': 0.7221169694693805}",108,118,3.4245105410009273
0.2391245523950516,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.801751639289325, 'learning_rate': 0.08123465654053925, 'min_child_samples': 475, 'num_leaves': 94, 'reg_alpha': 0.6832388433740233, 'reg_lambda': 0.6325439121727516, 'subsample_for_bin': 240000, 'subsample': 1.0}",109,10,1.2648662339997827
0.2331032068547405,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7515084185286305, 'learning_rate': 0.016738159995534085, 'min_child_samples': 255, 'num_leaves': 127, 'reg_alpha': 0.32860828059334485, 'reg_lambda': 0.8153951291182339, 'subsample_for_bin': 200000, 'subsample': 0.547894278742777}",110,183,4.873180700997182
0.23962700517429258,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7145838104040172, 'learning_rate': 0.030419648316642716, 'min_child_samples': 175, 'num_leaves': 90, 'reg_alpha': 0.4619063751167911, 'reg_lambda': 0.5565788330309973, 'subsample_for_bin': 160000, 'subsample': 0.9264000517822808}",111,58,2.744775838997157
0.23965816861579636,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7036227590124369, 'learning_rate': 0.019672893397240657, 'min_child_samples': 330, 'num_leaves': 114, 'reg_alpha': 0.6329963217973612, 'reg_lambda': 0.8559004461891192, 'subsample_for_bin': 260000, 'subsample': 0.7749666741061585}",112,159,4.022733278001397
0.23798081851670738,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.687876658745582, 'learning_rate': 0.1672139810823563, 'min_child_samples': 350, 'num_leaves': 82, 'reg_alpha': 0.40011591906238686, 'reg_lambda': 0.9712551383462229, 'subsample_for_bin': 240000, 'subsample': 0.5640396048623808}",113,33,876.8956867439992
0.23478189880150135,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6387914193482147, 'learning_rate': 0.011412553750899302, 'min_child_samples': 220, 'num_leaves': 110, 'reg_alpha': 0.7689674163261095, 'reg_lambda': 0.6583961504276028, 'subsample_for_bin': 220000, 'subsample': 0.838531714236241}",114,288,6.365007127998979
0.2433867338152117,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.901865109826255, 'learning_rate': 0.01470303786391869, 'min_child_samples': 310, 'num_leaves': 101, 'reg_alpha': 0.5938052650882784, 'reg_lambda': 0.8915695479829505, 'subsample_for_bin': 140000, 'subsample': 0.8592322501554268}",115,146,4.108011560001614
0.2404303957134435,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6755516191052428, 'learning_rate': 0.028151990923726018, 'min_child_samples': 445, 'num_leaves': 68, 'reg_alpha': 0.5495313635819551, 'reg_lambda': 0.7024948476502092, 'subsample_for_bin': 180000, 'subsample': 1.0}",116,20,1.39285250699686
0.24087196227721797,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8204839696462508, 'learning_rate': 0.0369440910596152, 'min_child_samples': 415, 'num_leaves': 74, 'reg_alpha': 0.8937572698914575, 'reg_lambda': 0.57898535101169, 'subsample_for_bin': 160000, 'subsample': 0.6222538615516934}",117,46,2.2055513899977086
0.26760104534881646,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7641139482895596, 'learning_rate': 0.018146866394620376, 'min_child_samples': 25, 'num_leaves': 86, 'reg_alpha': 0.8143894690220213, 'reg_lambda': 0.5392534721716781, 'subsample_for_bin': 100000, 'subsample': 0.7968181993776847}",118,16,2.4833538820021204
0.23906029312804666,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9437174906224554, 'learning_rate': 0.0334589593812394, 'min_child_samples': 260, 'num_leaves': 139, 'reg_alpha': 0.45231225822441357, 'reg_lambda': 0.5093525015349973, 'subsample_for_bin': 280000, 'subsample': 0.8563565819425905}",119,307,1324.7475194280014
0.23182194487370733,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7372807149662804, 'learning_rate': 0.023484150105554838, 'min_child_samples': 275, 'num_leaves': 92, 'reg_alpha': 0.5236534188899981, 'reg_lambda': 0.34916564037778264, 'subsample_for_bin': 200000, 'subsample': 0.963429374203525}",120,101,8.142072792998079
0.2394368840158062,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7782174471699856, 'learning_rate': 0.04940663926833496, 'min_child_samples': 380, 'num_leaves': 77, 'reg_alpha': 0.5301091219975698, 'reg_lambda': 0.2315364077309565, 'subsample_for_bin': 200000, 'subsample': 0.9835379979927117}",121,86,11.029356887000176
0.2549327312825076,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8533357988368488, 'learning_rate': 0.026214818102192856, 'min_child_samples': 90, 'num_leaves': 71, 'reg_alpha': 0.2940780154670061, 'reg_lambda': 0.29949016783910976, 'subsample_for_bin': 140000, 'subsample': 1.0}",122,21,3.07912242400198
0.23977944540551244,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8792045149035712, 'learning_rate': 0.024106869306464898, 'min_child_samples': 290, 'num_leaves': 88, 'reg_alpha': 0.4828488829167352, 'reg_lambda': 0.35795279681612385, 'subsample_for_bin': 180000, 'subsample': 0.9597215459480509}",123,107,8.49152520899952
0.24209197766564428,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7953185924279258, 'learning_rate': 0.057220015703154596, 'min_child_samples': 200, 'num_leaves': 96, 'reg_alpha': 0.6118923309430973, 'reg_lambda': 0.26069178864515125, 'subsample_for_bin': 160000, 'subsample': 0.9377923217403228}",124,12,3.0932062530009716
0.23720857572001708,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7334264443903743, 'learning_rate': 0.022613312647741187, 'min_child_samples': 360, 'num_leaves': 80, 'reg_alpha': 0.3535467978524668, 'reg_lambda': 0.20191006136857773, 'subsample_for_bin': 200000, 'subsample': 0.7072362708817632}",125,274,1270.7184167630003
0.23522872342334233,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7579152062483742, 'learning_rate': 0.029188846470973362, 'min_child_samples': 245, 'num_leaves': 93, 'reg_alpha': 0.33118318016984705, 'reg_lambda': 0.3890317258918287, 'subsample_for_bin': 120000, 'subsample': 0.899799664896955}",126,70,4.006212791002326
0.23936672611370968,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7885980796563002, 'learning_rate': 0.04088157121981457, 'min_child_samples': 155, 'num_leaves': 53, 'reg_alpha': 0.4183191945248471, 'reg_lambda': 0.41317604423675536, 'subsample_for_bin': 220000, 'subsample': 0.9112530257397652}",127,60,3.242144974999974
0.25474511496241026,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9960594819002742, 'learning_rate': 0.030920824863543615, 'min_child_samples': 125, 'num_leaves': 106, 'reg_alpha': 0.23576949117123636, 'reg_lambda': 0.4584631770183454, 'subsample_for_bin': 140000, 'subsample': 1.0}",128,32,2.392576021997229
0.24088131764535436,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7188658328350234, 'learning_rate': 0.0702937698159186, 'min_child_samples': 340, 'num_leaves': 91, 'reg_alpha': 0.5111785075262651, 'reg_lambda': 0.15612401652049487, 'subsample_for_bin': 160000, 'subsample': 0.9995762841916777}",129,45,2.3584241479984485
0.2393325579874993,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7723916497028438, 'learning_rate': 0.020694903871137732, 'min_child_samples': 315, 'num_leaves': 64, 'reg_alpha': 0.6888978747255042, 'reg_lambda': 0.4825308598265097, 'subsample_for_bin': 180000, 'subsample': 0.9816685528523952}",130,96,14.859891960000823
0.23634205932870223,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.69762285153831, 'learning_rate': 0.044365064014567315, 'min_child_samples': 225, 'num_leaves': 73, 'reg_alpha': 0.6549954082771687, 'reg_lambda': 0.030542627198094308, 'subsample_for_bin': 220000, 'subsample': 0.5035861386748439}",131,31,1237.708554683999
0.2659588536771812,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7400753513988794, 'learning_rate': 0.038208625345732716, 'min_child_samples': 40, 'num_leaves': 84, 'reg_alpha': 0.7555861956243415, 'reg_lambda': 0.34971352156361435, 'subsample_for_bin': 120000, 'subsample': 0.9595918958861416}",132,25,2.9067846660000214
0.2377932121486821,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8179502098424769, 'learning_rate': 0.034534906963895474, 'min_child_samples': 400, 'num_leaves': 99, 'reg_alpha': 0.7139468036478589, 'reg_lambda': 0.208034114822402, 'subsample_for_bin': 140000, 'subsample': 0.8789523050232487}",133,54,2.508460313001706
0.24040631646512278,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8303232189945808, 'learning_rate': 0.01762993088931251, 'min_child_samples': 435, 'num_leaves': 60, 'reg_alpha': 0.26496786960459834, 'reg_lambda': 0.2520819131610164, 'subsample_for_bin': 200000, 'subsample': 1.0}",134,57,2.067948926000099
0.24241641352894194,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8056534638106025, 'learning_rate': 0.012289902591046745, 'min_child_samples': 185, 'num_leaves': 88, 'reg_alpha': 0.9729248046680674, 'reg_lambda': 0.2999490504360281, 'subsample_for_bin': 260000, 'subsample': 0.9198507868332433}",135,43,2.451479756997287
0.2381899680367484,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6567409546325867, 'learning_rate': 0.019190074250019246, 'min_child_samples': 300, 'num_leaves': 102, 'reg_alpha': 0.4375996527265118, 'reg_lambda': 0.1821931042172394, 'subsample_for_bin': 100000, 'subsample': 0.9697612463842384}",136,101,2.975883981001971
0.23691852959174298,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7244629874964444, 'learning_rate': 0.015426281213483602, 'min_child_samples': 215, 'num_leaves': 110, 'reg_alpha': 0.6312183314404397, 'reg_lambda': 0.4257901006317189, 'subsample_for_bin': 180000, 'subsample': 0.8204082576518581}",137,155,4.060176013997989
0.24221761122015095,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.745905648047896, 'learning_rate': 0.024380549800827576, 'min_child_samples': 170, 'num_leaves': 129, 'reg_alpha': 0.38211852983636657, 'reg_lambda': 0.31972145347840275, 'subsample_for_bin': 160000, 'subsample': 0.9391558824880815}",138,253,1083.1541604669983
0.2359868297924329,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.707871865511454, 'learning_rate': 0.0217518201443656, 'min_child_samples': 240, 'num_leaves': 46, 'reg_alpha': 0.5290831523880822, 'reg_lambda': 0.6082685379252553, 'subsample_for_bin': 120000, 'subsample': 0.9905690692587927}",139,120,3.5553942090009514
0.2502236617434842,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7576784299587918, 'learning_rate': 0.010231492625727421, 'min_child_samples': 75, 'num_leaves': 115, 'reg_alpha': 0.49041731331112076, 'reg_lambda': 0.11071698866803611, 'subsample_for_bin': 60000, 'subsample': 1.0}",140,11,2.302318297999591
0.2341721530149844,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6066906487355218, 'learning_rate': 0.01290607699320189, 'min_child_samples': 260, 'num_leaves': 96, 'reg_alpha': 0.5619712175090612, 'reg_lambda': 0.39382930627045665, 'subsample_for_bin': 200000, 'subsample': 0.8483359421413073}",141,213,4.57193888600159
0.23884061235350962,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7862718776725484, 'learning_rate': 0.01647152475640477, 'min_child_samples': 290, 'num_leaves': 136, 'reg_alpha': 0.7875965932911309, 'reg_lambda': 0.5276788896290341, 'subsample_for_bin': 180000, 'subsample': 0.8697152371150128}",142,137,3.7512815949994547
0.23683778072271888,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6643698347022314, 'learning_rate': 0.031846213184411463, 'min_child_samples': 200, 'num_leaves': 121, 'reg_alpha': 0.6681290293343822, 'reg_lambda': 0.6840742330018204, 'subsample_for_bin': 80000, 'subsample': 0.9291119926594545}",143,89,3.20964213499974
0.23946023423981466,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6820673809099527, 'learning_rate': 0.05919027669951357, 'min_child_samples': 325, 'num_leaves': 125, 'reg_alpha': 0.6105132491572955, 'reg_lambda': 0.6400489752082998, 'subsample_for_bin': 160000, 'subsample': 0.6742823616784087}",144,102,769.9222938569983
0.2365570700584374,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8466344811792509, 'learning_rate': 0.010858725499798843, 'min_child_samples': 275, 'num_leaves': 67, 'reg_alpha': 0.8388203777441279, 'reg_lambda': 0.2868404700919784, 'subsample_for_bin': 220000, 'subsample': 0.8939186723687699}",145,233,5.449456135000219
0.2319158963576089,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6511721209777536, 'learning_rate': 0.014407636172783185, 'min_child_samples': 270, 'num_leaves': 103, 'reg_alpha': 0.5993652069694848, 'reg_lambda': 0.8080871211879161, 'subsample_for_bin': 240000, 'subsample': 0.7993382455679724}",146,196,4.369500410997716
0.23841419830986355,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.651598226664758, 'learning_rate': 0.011673347224200839, 'min_child_samples': 350, 'num_leaves': 76, 'reg_alpha': 0.5678357607497025, 'reg_lambda': 0.7106605251277403, 'subsample_for_bin': 240000, 'subsample': 0.8031656923509397}",147,259,4.791355383000337
0.23320034131962342,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6273774078500188, 'learning_rate': 0.015066815434724386, 'min_child_samples': 250, 'num_leaves': 81, 'reg_alpha': 0.7387135188796129, 'reg_lambda': 0.7444766137025846, 'subsample_for_bin': 260000, 'subsample': 0.7556641015208635}",148,217,4.9640535489998
0.23468865629759816,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6411231888245936, 'learning_rate': 0.013325911506600544, 'min_child_samples': 235, 'num_leaves': 111, 'reg_alpha': 0.6373526799360357, 'reg_lambda': 0.8160692920000981, 'subsample_for_bin': 220000, 'subsample': 0.7392464492997624}",149,217,4.791987780001364
0.23919259302888463,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6988011454753489, 'learning_rate': 0.018570732851516603, 'min_child_samples': 335, 'num_leaves': 98, 'reg_alpha': 0.46422197365122153, 'reg_lambda': 0.7872299270749573, 'subsample_for_bin': 240000, 'subsample': 0.9541717234598945}",150,105,2.662416774997837
0.24018780246589355,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6001864816810872, 'learning_rate': 0.026969984485297614, 'min_child_samples': 305, 'num_leaves': 118, 'reg_alpha': 0.5430577376096818, 'reg_lambda': 0.7575075808564039, 'subsample_for_bin': 280000, 'subsample': 0.837202392951379}",151,73,2.299827851002192
0.23349420974437363,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.614947907293746, 'learning_rate': 0.017232970763359088, 'min_child_samples': 265, 'num_leaves': 84, 'reg_alpha': 0.600089707343394, 'reg_lambda': 0.7329635725176602, 'subsample_for_bin': 200000, 'subsample': 0.9388215383151959}",152,191,4.1086197910008195
0.23364753949458728,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6903945676844573, 'learning_rate': 0.015946028969318272, 'min_child_samples': 280, 'num_leaves': 93, 'reg_alpha': 0.5034356085407974, 'reg_lambda': 0.9424830199550542, 'subsample_for_bin': 180000, 'subsample': 0.9075426489386259}",153,184,4.499211760001344
0.2379201076539451,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6773691333236678, 'learning_rate': 0.022585264474095864, 'min_child_samples': 320, 'num_leaves': 107, 'reg_alpha': 0.583199528430822, 'reg_lambda': 0.8442201901336196, 'subsample_for_bin': 240000, 'subsample': 0.7745161614891888}",154,122,2.9534985829996003
0.238288356042186,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7363013174467017, 'learning_rate': 0.0142265799076523, 'min_child_samples': 225, 'num_leaves': 102, 'reg_alpha': 0.6790848978189656, 'reg_lambda': 0.5694854626957447, 'subsample_for_bin': 220000, 'subsample': 0.8625669162838858}",155,214,5.176618953002617
0.23604629033855107,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7147288111479745, 'learning_rate': 0.021276412631546802, 'min_child_samples': 205, 'num_leaves': 88, 'reg_alpha': 0.8655311194403297, 'reg_lambda': 0.6705974250808681, 'subsample_for_bin': 300000, 'subsample': 0.8255677098761055}",156,154,4.228778272001364
